,Energies with learning rate 0.001 1p 1d 1h,Energies with learning rate 0.01 1p 1d 1h,Energies with learning rate 0.019 1p 1d 1h,Energies with learning rate 0.027 1p 1d 1h,Energies with learning rate 0.036 1p 1d 1h,Energies with learning rate 0.045 1p 1d 1h,Energies with learning rate 0.054 1p 1d 1h,Energies with learning rate 0.062 1p 1d 1h,Energies with learning rate 0.071 1p 1d 1h,Energies with learning rate 0.08 1p 1d 1h
10,0.5000122849075951,0.4999859853826574,0.5000192769234802,0.5000491394302103,0.5000646514271165,0.49999985980416284,0.5000001880576534,0.5000017445553138,0.4999668024611322,0.49998201068012266
11,0.4999924562764375,0.49996147621186265,0.49999073038075204,0.500006674800643,0.49998261801641264,0.49997424653619765,0.49999937823008767,0.49998547421093537,0.49998565063036277,0.4999986327844054
12,0.5000085599834805,0.49997929577981487,0.49999516329812693,0.4998845274310174,0.4999715869465571,0.5000009537310103,0.4999990896094937,0.4999903869125245,0.5000705696631922,0.5000229985807814
13,0.5000044767784346,0.5000908751438508,0.49996571058641787,0.5000499400128557,0.5000058121584904,0.5000074836166017,0.5000011004415155,0.4999805090270936,0.5000458548125234,0.5000458957072479
14,0.5000143543701838,0.5000494132879031,0.5000035622017571,0.5000543592663067,0.49999405189139834,0.49998942136606644,0.4999995353767876,0.5000035884587871,0.4999829620012496,0.5000135817981713
15,0.4999902161569493,0.49995843263273626,0.49998297597660346,0.500025870814395,0.4999647799729312,0.5000224414988204,0.5000001880575475,0.4999976084952243,0.5000053897039116,0.5000076101132694
16,0.49999638770696064,0.49995628569621586,0.5000045247546837,0.5000051196782965,0.5000004868661487,0.4999950016926156,0.5000001813052011,0.5000232607123402,0.49997821817771354,0.5000072885756974
17,0.5000120166271584,0.5000125119929134,0.5000049133804587,0.49986559327380903,0.5000206240884746,0.5000081484267652,0.5000000621258104,0.49998804517277357,0.5000239409151016,0.5000031365766774
18,0.49999743144761133,0.5000492638482122,0.4999584114015347,0.4999450194429284,0.5000040776334702,0.500000553391363,0.5000005309675772,0.5000061760179031,0.4999777317680686,0.5000152530433571
19,0.5000000247646916,0.49997150984936406,0.5000064170801334,0.4998606707122664,0.500009499331223,0.4999919180342928,0.5000000482580985,0.49998797088301017,0.4999993631383515,0.499980405809267
20,0.49999420507895787,0.4999967488599272,0.49998733716560084,0.49999943413810904,0.5000034470376897,0.5000008350154754,0.500000261987523,0.5000095486247426,0.5000277261798336,0.5000023805817656
21,0.4999947288373246,0.499987173237943,0.5000002689008761,0.5000753854837107,0.5000010227335885,0.4999980942490854,0.5000007949568709,0.49998126500884194,0.5000212471548378,0.49999365439595966
22,0.5000159099209743,0.4999711424103434,0.5000185031990096,0.499903386154662,0.5000112649163028,0.49999847280895593,0.4999995757162809,0.5000175207865041,0.4999854992038513,0.4999970914593517
23,0.49999615479992826,0.5000020215697744,0.5000130467866265,0.500017817383727,0.5000097596290645,0.4999983943059495,0.5000005329801034,0.5000107383601802,0.499994910236966,0.500004282006734
24,0.5000042192103098,0.5000274944829528,0.5000351975047798,0.500044661808015,0.4999940985086175,0.5000015988293806,0.499999926607233,0.49999599907876663,0.49998793539248215,0.5000204271151287
25,0.4999873921260275,0.5000191711775943,0.5000061620720717,0.5000435311630356,0.49999405883899933,0.5000069547286263,0.4999996520766517,0.4999849078145631,0.5000094713325768,0.5000006262910613
26,0.5000172056548978,0.49998470861189537,0.5000155701537895,0.49998639251486965,0.5000113472340837,0.4999993334122505,0.5000005063846706,0.5000185430614964,0.49999927176312003,0.5000077873264253
27,0.5000009990067147,0.4999260169860554,0.49999927108282644,0.4999953273624553,0.5000077552509783,0.49999724436729986,0.4999999297979459,0.4999943763581129,0.5000041653027425,0.4999979326684308
28,0.5000021320245275,0.5000315471967328,0.5000252123694727,0.5000240101492631,0.5000064349881377,0.4999998230228166,0.5000004316876335,0.4999881973613471,0.5000098068935693,0.5000027423458119
29,0.5000139771741424,0.4999799220524737,0.49999767559109976,0.5000187878892922,0.49999815921539537,0.499994218686165,0.5000001525543699,0.5000025193819011,0.4999982671572136,0.4999981567537509
30,0.5000016674308642,0.5000171463524099,0.5000275810497268,0.5000181613066689,0.5000258858786211,0.4999952824121479,0.49999986476101194,0.5000124135166467,0.4999938976579317,0.4999997702325435
31,0.49999832162062496,0.5000081911556449,0.49997574360326436,0.5001134813146318,0.5000068019372879,0.500003755688738,0.4999999759524341,0.5000107168345814,0.49999501112741757,0.4999962358688003
32,0.4999979243001515,0.5000087104526764,0.4999761858719193,0.5000583350934631,0.5000215272488326,0.5000047444795448,0.4999999372548321,0.4999980246561755,0.4999899417979095,0.5000096042859735
33,0.5000043844654944,0.49999752309626,0.4999891432450834,0.49992291812716255,0.5000066051166498,0.500007200181074,0.4999997805881876,0.5000103946734327,0.5000078085106489,0.5000011771277233
34,0.5000058733940891,0.5000336750794124,0.5000341603291109,0.5000219681416126,0.49998116005411347,0.49999890654513157,0.5000001972067603,0.5000090007979094,0.49999251925113775,0.4999915467501638
35,0.4999984879798081,0.500012112531274,0.5000052985445781,0.4999762710600642,0.5000009874371553,0.49999724970588094,0.5000001567366459,0.5000003535249684,0.5000034446044221,0.4999903362551481
36,0.49999071883026924,0.5000347730414619,0.5000141799792718,0.5000030131842321,0.5000015544716394,0.4999981241554908,0.4999996753179553,0.5000049021460257,0.5000099622171925,0.4999910650813151
37,0.5000101952410436,0.49992243745291515,0.5000064699524707,0.5000154133245817,0.5000011735316624,0.49999735541920565,0.5000000871919364,0.5000040207546861,0.5000035232827347,0.499994905044537
38,0.5000200379234624,0.5000348882639938,0.4999783217198764,0.4999711822011519,0.5000061544280353,0.49999933580918576,0.5000000464979004,0.49999853781797,0.4999992424083246,0.49999843079871764
39,0.5000006830971621,0.5000008640359918,0.4999919734868281,0.49999098107849516,0.4999979849352424,0.4999994511105398,0.5000001923111501,0.49999549230655693,0.49999257050618434,0.4999998518703035
40,0.5000052139764273,0.5000401351169242,0.49998256230960314,0.500002911406885,0.4999869285809381,0.500000640821077,0.5000000588550959,0.49999907817028516,0.5000005613241676,0.5000018932818024
41,0.5000121151000848,0.5000146670947639,0.499986257326965,0.5000402893206095,0.500013706405113,0.4999970572556241,0.5000002753772127,0.5000026607869665,0.4999990597778207,0.4999969377954454
42,0.4999831012740716,0.5000108231320395,0.5000184553547893,0.4999915473325159,0.4999986798818275,0.5000055423420914,0.4999997022431189,0.4999946000537976,0.4999978727315422,0.4999990425578803
43,0.500003732376482,0.5000346273583138,0.5000275358901903,0.5000055972266363,0.4999954677240171,0.4999998742107381,0.5000001781684438,0.5000021439552486,0.49999542339511666,0.5000000495202925
44,0.5000088227092415,0.49998184542658075,0.5000154685746054,0.5000095709385035,0.49999250347247315,0.4999970896787662,0.499999937405166,0.5000048703556614,0.5000014183991907,0.49999686884199457
45,0.4999850836335217,0.49998548307258617,0.5000540507254821,0.4999284590257901,0.5000036064078105,0.4999988431310274,0.5000001464095781,0.5000022509221652,0.5000070617729658,0.4999995104812409
46,0.5000103732812605,0.500010245132584,0.4999689665187005,0.5000074814307187,0.4999892753884229,0.49999824900606427,0.49999983570024487,0.5000007446808656,0.499997526494255,0.4999990232469229
47,0.5000146864816093,0.5000825762637477,0.5000214908785029,0.500019157024688,0.5000057655454473,0.5000022010387097,0.49999996616561765,0.500001024310925,0.5000006436437732,0.49999761672038884
48,0.49999942401435693,0.4999823240727127,0.4999965249738667,0.4999890599495608,0.49999448907952165,0.5000021971996079,0.4999999673284086,0.5000011407063969,0.5000040444028149,0.49999803559448275
49,0.5000160704453319,0.49997940235106125,0.49999700005187186,0.5000142166600926,0.500013765198757,0.49999972657590813,0.5000000162414394,0.49999439156696723,0.4999994808944133,0.49999879076081544
50,0.5000065575814256,0.4999579279464142,0.4999921187186835,0.49998948992375924,0.500007700686843,0.4999971749204405,0.5000000445617081,0.4999993128844929,0.5000017481281148,0.4999998732616039
51,0.5000032274134503,0.5000247077168503,0.4999877979172192,0.5000005683431418,0.5000004762602908,0.500000574821729,0.5000000871500513,0.5000023366728543,0.5000003369041458,0.4999994196444241
52,0.4999893039738149,0.5000167953607579,0.49999286517718966,0.5000163619711445,0.49998763395752155,0.49999916697594027,0.4999999678018953,0.4999974782292281,0.4999985967280265,0.500000577415838
53,0.5000090517697545,0.49997548223524,0.4999897303597071,0.5000010837432067,0.5000100708167243,0.49999755974766885,0.5000001087693574,0.49999825418422017,0.5000004981701502,0.49999817763443843
54,0.5000031637523698,0.5000120254500776,0.49999477736554937,0.49998277921421924,0.5000068722386505,0.5000027448611768,0.4999999803356437,0.4999986938275686,0.5000006898093465,0.4999991555091213
55,0.49998889628945165,0.49999267987134743,0.5000014307803545,0.5000123993906793,0.49999868476577075,0.5000013025043237,0.5000000378281906,0.5000011707965967,0.5000020880545805,0.49999806689647885
56,0.5000146079418846,0.5000023121549805,0.500016448248383,0.500015211992636,0.49999257617014836,0.4999994546877545,0.5000000152271967,0.4999981560398705,0.500000766445683,0.5000013032272848
57,0.5000009708538412,0.49998484571743357,0.4999702285868788,0.49998593931064295,0.5000075701374528,0.5000017738396314,0.5000000040372231,0.49999922324143126,0.4999993707921897,0.5000009558717982
58,0.5000053483093784,0.5000091409351068,0.49999829737731905,0.5000185432231281,0.4999977792356639,0.49999879148160337,0.4999999939832156,0.4999989643514423,0.5000000102501466,0.49999967997954436
59,0.4999964515115631,0.5000398712286603,0.4999885138207872,0.500016877172079,0.4999950797442307,0.5000000913729525,0.49999994369542056,0.5000007744662008,0.500000850774914,0.49999987509397187
60,0.5000046743119311,0.4999641828276088,0.49999174553435094,0.49998472083381773,0.49999908488482386,0.49999871819535413,0.5000000463224963,0.5000009549123158,0.5000002740036139,0.4999993773154233
61,0.5000058179352369,0.5000252276486243,0.5000053131045538,0.5000263327673647,0.4999928612596377,0.5000014910955574,0.499999985340347,0.5000006780874187,0.5000006989887531,0.4999998047355649
62,0.5000150419837434,0.5000348342146804,0.4999815344686317,0.499997564565613,0.49999450760262815,0.5000012426398984,0.5000000062362686,0.49999924594644174,0.4999982409948714,0.500000468541164
63,0.5000164485215605,0.5000392854200914,0.4999880879927963,0.500004624976572,0.5000009235839445,0.499999266734656,0.4999999835142899,0.4999997146152094,0.49999853331942307,0.5000005563009117
